replicon	feature_type	feat_start	feat_end	strand	feat_length_bp	locus_tag	gene	product	mod_code	mod_label	mod_description	raw_count	norm_count
NC_003197.2	CDS	3786595	3787363	-	768	EBBPGFGJ_03632	pdeH	Cyclic di-GMP phosphodiesterase PdeH	m4C	m4C	4-methylcytosine	1	0.00130208
NC_003197.2	CDS	3787591	3788521	+	930	EBBPGFGJ_03633	kdgK	2-dehydro-3-deoxygluconokinase	m4C	m4C	4-methylcytosine	5	0.00537634
NC_003197.2	CDS	3788574	3790062	-	1488	EBBPGFGJ_03634	yhjJ	Protein YhjJ	m4C	m4C	4-methylcytosine	2	0.00134409
NC_003197.2	CDS	3790281	3791568	-	1287	EBBPGFGJ_03635	dctA	Aerobic C4-dicarboxylate transport protein	m4C	m4C	4-methylcytosine	1	0.00077700
NC_003197.2	CDS	3791725	3793732	-	2007	EBBPGFGJ_03636	pdeK	Probable cyclic di-GMP phosphodiesterase PdeK	m4C	m4C	4-methylcytosine	5	0.00249128
NC_003197.2	CDS	3793905	3797448	-	3543	EBBPGFGJ_03637	bcsC	Cellulose synthase operon protein C	m4C	m4C	4-methylcytosine	16	0.00451595
NC_003197.2	CDS	3797429	3798539	-	1110	EBBPGFGJ_03638	bcsZ	Endoglucanase	m4C	m4C	4-methylcytosine	4	0.00360360
NC_003197.2	CDS	3798542	3800693	-	2151	EBBPGFGJ_03639	bcsB	Cyclic di-GMP-binding protein	m4C	m4C	4-methylcytosine	8	0.00371920
NC_003197.2	CDS	3800853	3803478	-	2625	EBBPGFGJ_03640	bcsA	Cellulose synthase catalytic subunit [UDP-forming]	m4C	m4C	4-methylcytosine	4	0.00152381
NC_003197.2	CDS	3803474	3804227	-	753	EBBPGFGJ_03641	bcsQ	Cellulose biosynthesis protein BcsQ	m4C	m4C	4-methylcytosine	6	0.00796813
NC_003197.2	CDS	3804687	3806247	+	1560	EBBPGFGJ_03643	bcsE	Cyclic di-GMP binding protein BcsE	m4C	m4C	4-methylcytosine	2	0.00128205
NC_003197.2	CDS	3806431	3808111	+	1680	EBBPGFGJ_03645	bcsG	Cellulose biosynthesis protein BcsG	m4C	m4C	4-methylcytosine	3	0.00178571
NC_003197.2	CDS	3808192	3808300	-	108	EBBPGFGJ_03646	ldrD	Small toxic polypeptide LdrD	m4C	m4C	4-methylcytosine	3	0.02777778
NC_003197.2	CDS	3808942	3810241	+	1299	EBBPGFGJ_03647	yhjV	Inner membrane transport protein YhjV	m4C	m4C	4-methylcytosine	1	0.00076982
NC_003197.2	CDS	3810341	3811355	-	1014	EBBPGFGJ_03648	oppF_2	Oligopeptide transport ATP-binding protein OppF	m4C	m4C	4-methylcytosine	2	0.00197239
NC_003197.2	CDS	3811351	3812335	-	984	EBBPGFGJ_03649	dppD	Dipeptide transport ATP-binding protein DppD	m4C	m4C	4-methylcytosine	7	0.00711382
NC_003197.2	CDS	3812345	3813248	-	903	EBBPGFGJ_03650	dppC_2	Dipeptide transport system permease protein DppC	m4C	m4C	4-methylcytosine	1	0.00110742
NC_003197.2	CDS	3813257	3814277	-	1020	EBBPGFGJ_03651	dppB_2	Dipeptide transport system permease protein DppB	m4C	m4C	4-methylcytosine	3	0.00294118
NC_003197.2	CDS	3814433	3816041	-	1608	EBBPGFGJ_03652	dppA	Periplasmic dipeptide transport protein	m4C	m4C	4-methylcytosine	3	0.00186567
NC_003197.2	CDS	3816596	3817922	-	1326	EBBPGFGJ_03653	pucK	Uric acid permease PucK	m4C	m4C	4-methylcytosine	4	0.00301659
NC_003197.2	CDS	3817979	3819104	-	1125	EBBPGFGJ_03654		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00177778
NC_003197.2	CDS	3819253	3820261	+	1008	EBBPGFGJ_03655	malR	HTH-type transcriptional regulator MalR	m4C	m4C	4-methylcytosine	53	0.05257937
NC_003197.2	CDS	3820587	3822279	-	1692	EBBPGFGJ_03657	eptB	Kdo(2)-lipid A phosphoethanolamine 7''-transferase	m4C	m4C	4-methylcytosine	3	0.00177305
NC_003197.2	CDS	3823029	3824109	-	1080	EBBPGFGJ_03659	lpfD_2	Probable minor fimbrial subunit LpfD	m4C	m4C	4-methylcytosine	5	0.00462963
NC_003197.2	CDS	3824126	3826655	-	2529	EBBPGFGJ_03660	elfC_2	Probable outer membrane usher protein ElfC	m4C	m4C	4-methylcytosine	5	0.00197707
NC_003197.2	CDS	3826677	3827376	-	699	EBBPGFGJ_03661	lpfB_1	Probable fimbrial chaperone LpfB	m4C	m4C	4-methylcytosine	1	0.00143062
NC_003197.2	CDS	3828502	3829207	-	705	EBBPGFGJ_03663		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00141844
NC_003197.2	CDS	3829363	3829945	+	582	EBBPGFGJ_03664	tag	DNA-3-methyladenine glycosylase 1	m4C	m4C	4-methylcytosine	1	0.00171821
NC_003197.2	CDS	3829922	3830363	+	441	EBBPGFGJ_03665	yiaC	Peptidyl-lysine N-acetyltransferase YiaC	m4C	m4C	4-methylcytosine	2	0.00453515
NC_003197.2	CDS	3830331	3832665	-	2334	EBBPGFGJ_03666	bisC	Biotin sulfoxide reductase	m4C	m4C	4-methylcytosine	25	0.01071123
NC_003197.2	CDS	3832817	3833480	+	663	EBBPGFGJ_03667	yiaD	Probable lipoprotein YiaD	m4C	m4C	4-methylcytosine	3	0.00452489
NC_003197.2	CDS	3833698	3834673	+	975	EBBPGFGJ_03668	ghrB	Glyoxylate/hydroxypyruvate reductase B	m4C	m4C	4-methylcytosine	3	0.00307692
NC_003197.2	CDS	3836836	3837376	+	540	EBBPGFGJ_03672		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00185185
NC_003197.2	CDS	3839781	3841851	-	2070	EBBPGFGJ_03676	glyS	Glycine--tRNA ligase beta subunit	m4C	m4C	4-methylcytosine	15	0.00724638
NC_003197.2	CDS	3841860	3842772	-	912	EBBPGFGJ_03677	glyQ	Glycine--tRNA ligase alpha subunit	m4C	m4C	4-methylcytosine	2	0.00219298
NC_003197.2	CDS	3843378	3844374	+	996	EBBPGFGJ_03679	wecH	O-acetyltransferase WecH	m4C	m4C	4-methylcytosine	2	0.00200803
NC_003197.2	CDS	3844396	3844750	-	354	EBBPGFGJ_03680		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00282486
NC_003197.2	CDS	3844924	3846379	-	1455	EBBPGFGJ_03681	xylB	Xylulose kinase	m4C	m4C	4-methylcytosine	12	0.00824742
NC_003197.2	CDS	3846478	3847801	-	1323	EBBPGFGJ_03682	xylA	Xylose isomerase	m4C	m4C	4-methylcytosine	2	0.00151172
NC_003197.2	CDS	3848163	3849342	+	1179	EBBPGFGJ_03683	xylR	Xylose operon regulatory protein	m4C	m4C	4-methylcytosine	41	0.03477523
NC_003197.2	CDS	3849402	3850227	-	825	EBBPGFGJ_03684		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00121212
NC_003197.2	CDS	3850542	3852570	+	2028	EBBPGFGJ_03685	malS	Periplasmic alpha-amylase	m4C	m4C	4-methylcytosine	10	0.00493097
NC_003197.2	CDS	3852743	3853994	+	1251	EBBPGFGJ_03686	avtA	Valine--pyruvate aminotransferase	m4C	m4C	4-methylcytosine	1	0.00079936
NC_003197.2	CDS	3854030	3854504	-	474	EBBPGFGJ_03687	hyfA_3	Hydrogenase-4 component A	m4C	m4C	4-methylcytosine	6	0.01265823
NC_003197.2	CDS	3854620	3855421	-	801	EBBPGFGJ_03688	yiaJ	DNA-binding transcriptional repressor YiaJ	m4C	m4C	4-methylcytosine	1	0.00124844
NC_003197.2	CDS	3855650	3856649	+	999	EBBPGFGJ_03689	dlgD	2%2C3-diketo-L-gulonate reductase	m4C	m4C	4-methylcytosine	2	0.00200200
NC_003197.2	CDS	3856660	3857125	+	465	EBBPGFGJ_03690	yhcH_2	Uncharacterized protein YhcH	m4C	m4C	4-methylcytosine	2	0.00430108
NC_003197.2	CDS	3858219	3858693	+	474	EBBPGFGJ_03692	yiaM	2%2C3-diketo-L-gulonate TRAP transporter small permease protein YiaM	m4C	m4C	4-methylcytosine	1	0.00210970
NC_003197.2	CDS	3858695	3859973	+	1278	EBBPGFGJ_03693	siaM	Sialic acid TRAP transporter large permease protein SiaM	m4C	m4C	4-methylcytosine	4	0.00312989
NC_003197.2	CDS	3859984	3860971	+	987	EBBPGFGJ_03694	yiaO	2%2C3-diketo-L-gulonate-binding periplasmic protein YiaO	m4C	m4C	4-methylcytosine	2	0.00202634
NC_003197.2	CDS	3860974	3862471	+	1497	EBBPGFGJ_03695	lyx	L-xylulose/3-keto-L-gulonate kinase	m4C	m4C	4-methylcytosine	43	0.02872411
NC_003197.2	CDS	3862467	3863130	+	663	EBBPGFGJ_03696	sgbH	3-keto-L-gulonate-6-phosphate decarboxylase SgbH	m4C	m4C	4-methylcytosine	5	0.00754148
NC_003197.2	CDS	3863976	3864672	+	696	EBBPGFGJ_03698	sgbE	L-ribulose-5-phosphate 4-epimerase SgbE	m4C	m4C	4-methylcytosine	6	0.00862069
NC_003197.2	CDS	3864832	3865648	-	816	EBBPGFGJ_03699	rhaR_5	HTH-type transcriptional activator RhaR	m4C	m4C	4-methylcytosine	5	0.00612745
NC_003197.2	CDS	3865911	3867867	+	1956	EBBPGFGJ_03700	hypBA1	Non-reducing end beta-L-arabinofuranosidase	m4C	m4C	4-methylcytosine	9	0.00460123
NC_003197.2	CDS	3867984	3869523	-	1539	EBBPGFGJ_03701	aldB	Aldehyde dehydrogenase B	m4C	m4C	4-methylcytosine	1	0.00064977
NC_003197.2	CDS	3869691	3870573	+	882	EBBPGFGJ_03702	bglK	Beta-glucoside kinase	m4C	m4C	4-methylcytosine	2	0.00226757
NC_003197.2	CDS	3870857	3872708	-	1851	EBBPGFGJ_03703	selB	Selenocysteine-specific elongation factor	m4C	m4C	4-methylcytosine	6	0.00324149
NC_003197.2	CDS	3872704	3874096	-	1392	EBBPGFGJ_03704	selA	L-seryl-tRNA(Sec) selenium transferase	m4C	m4C	4-methylcytosine	8	0.00574713
NC_003197.2	CDS	3875278	3877195	+	1917	EBBPGFGJ_03706	mtlA	PTS system mannitol-specific EIICBA component	m4C	m4C	4-methylcytosine	3	0.00156495
NC_003197.2	CDS	3877415	3878564	+	1149	EBBPGFGJ_03707	mtlD	Mannitol-1-phosphate 5-dehydrogenase	m4C	m4C	4-methylcytosine	1	0.00087032
NC_003197.2	CDS	3878560	3879151	+	591	EBBPGFGJ_03708	mtlR	Mannitol operon repressor	m4C	m4C	4-methylcytosine	2	0.00338409
NC_003197.2	CDS	3879660	3880023	+	363	EBBPGFGJ_03710	yibL	Uncharacterized protein YibL	m4C	m4C	4-methylcytosine	3	0.00826446
NC_003197.2	CDS	3881239	3885625	+	4386	EBBPGFGJ_03712	sadA	Autotransporter adhesin SadA	m4C	m4C	4-methylcytosine	7	0.00159599
NC_003197.2	CDS	3885923	3887579	+	1656	EBBPGFGJ_03713	lldP	L-lactate permease	m4C	m4C	4-methylcytosine	4	0.00241546
NC_003197.2	CDS	3887575	3888352	+	777	EBBPGFGJ_03714	lldR_1	Putative L-lactate dehydrogenase operon regulatory protein	m4C	m4C	4-methylcytosine	4	0.00514801
NC_003197.2	CDS	3888348	3889539	+	1191	EBBPGFGJ_03715	lldD	L-lactate dehydrogenase	m4C	m4C	4-methylcytosine	10	0.00839631
NC_003197.2	CDS	3890143	3891148	-	1005	EBBPGFGJ_03717	gntR_3	HTH-type transcriptional regulator GntR	m4C	m4C	4-methylcytosine	2	0.00199005
NC_003197.2	CDS	3891466	3892663	+	1197	EBBPGFGJ_03718		L-talarate/galactarate dehydratase	m4C	m4C	4-methylcytosine	2	0.00167084
NC_003197.2	CDS	3894129	3894951	-	822	EBBPGFGJ_03720	cysE_2	Serine acetyltransferase	m4C	m4C	4-methylcytosine	5	0.00608273
NC_003197.2	CDS	3895028	3896048	-	1020	EBBPGFGJ_03721	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	m4C	m4C	4-methylcytosine	6	0.00588235
NC_003197.2	CDS	3897575	3899120	+	1545	EBBPGFGJ_03725	gpmI	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase	m4C	m4C	4-methylcytosine	5	0.00323625
NC_003197.2	CDS	3899129	3900413	+	1284	EBBPGFGJ_03726	envC	Murein hydrolase activator EnvC	m4C	m4C	4-methylcytosine	17	0.01323988
NC_003197.2	CDS	3900416	3901379	+	963	EBBPGFGJ_03727		hypothetical protein	m4C	m4C	4-methylcytosine	10	0.01038422
NC_003197.2	CDS	3901365	3902400	-	1035	EBBPGFGJ_03728	epsJ	Uncharacterized glycosyltransferase EpsJ	m4C	m4C	4-methylcytosine	4	0.00386473
NC_003197.2	CDS	3903928	3905125	-	1197	EBBPGFGJ_03730	kbl	2-amino-3-ketobutyrate coenzyme A ligase	m4C	m4C	4-methylcytosine	10	0.00835422
NC_003197.2	CDS	3905327	3906260	+	933	EBBPGFGJ_03731	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	m4C	m4C	4-methylcytosine	3	0.00321543
NC_003197.2	CDS	3906262	3907309	+	1047	EBBPGFGJ_03732	rfaF	ADP-heptose--LPS heptosyltransferase 2	m4C	m4C	4-methylcytosine	19	0.01814709
NC_003197.2	CDS	3907308	3908262	+	954	EBBPGFGJ_03733	rfaC	Lipopolysaccharide heptosyltransferase 1	m4C	m4C	4-methylcytosine	1	0.00104822
NC_003197.2	CDS	3908301	3909516	+	1215	EBBPGFGJ_03734		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00082305
NC_003197.2	CDS	3909572	3910718	-	1146	EBBPGFGJ_03735	mshA_3	D-inositol-3-phosphate glycosyltransferase	m4C	m4C	4-methylcytosine	1	0.00087260
NC_003197.2	CDS	3910818	3911628	-	810	EBBPGFGJ_03736		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00123457
NC_003197.2	CDS	3912498	3913509	-	1011	EBBPGFGJ_03738		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00197824
NC_003197.2	CDS	3913526	3914549	-	1023	EBBPGFGJ_03739		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00195503
NC_003197.2	CDS	3916749	3917874	-	1125	EBBPGFGJ_03743	rfaG	Lipopolysaccharide core biosynthesis protein RfaG	m4C	m4C	4-methylcytosine	1	0.00088889
NC_003197.2	CDS	3919349	3920627	+	1278	EBBPGFGJ_03745	waaA	3-deoxy-D-manno-octulosonic acid transferase	m4C	m4C	4-methylcytosine	4	0.00312989
NC_003197.2	CDS	3920635	3921115	+	480	EBBPGFGJ_03746	coaD	Phosphopantetheine adenylyltransferase	m4C	m4C	4-methylcytosine	1	0.00208333
NC_003197.2	CDS	3921142	3921952	-	810	EBBPGFGJ_03747	mutM	Formamidopyrimidine-DNA glycosylase	m4C	m4C	4-methylcytosine	3	0.00370370
NC_003197.2	CDS	3922691	3923357	-	666	EBBPGFGJ_03750		UPF0758 protein SP_1088	m4C	m4C	4-methylcytosine	5	0.00750751
NC_003197.2	CDS	3923529	3924753	+	1224	EBBPGFGJ_03751	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	m4C	m4C	4-methylcytosine	11	0.00898693
NC_003197.2	CDS	3925296	3925893	+	597	EBBPGFGJ_03753	slmA	Nucleoid occlusion factor SlmA	m4C	m4C	4-methylcytosine	3	0.00502513
NC_003197.2	CDS	3926690	3927407	-	717	EBBPGFGJ_03755	rph	Ribonuclease PH	m4C	m4C	4-methylcytosine	2	0.00278940
NC_003197.2	CDS	3928445	3929348	-	903	EBBPGFGJ_03757	yidZ_1	HTH-type transcriptional regulator YidZ	m4C	m4C	4-methylcytosine	4	0.00442968
NC_003197.2	CDS	3929421	3930303	+	882	EBBPGFGJ_03758		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00226757
NC_003197.2	CDS	3930553	3931171	+	618	EBBPGFGJ_03759	yicG	UPF0126 inner membrane protein YicG	m4C	m4C	4-methylcytosine	1	0.00161812
NC_003197.2	CDS	3931167	3932853	-	1686	EBBPGFGJ_03760	ligB	DNA ligase B	m4C	m4C	4-methylcytosine	3	0.00177936
NC_003197.2	CDS	3933109	3933733	+	624	EBBPGFGJ_03761	gmk	Guanylate kinase	m4C	m4C	4-methylcytosine	1	0.00160256
NC_003197.2	CDS	3933787	3934063	+	276	EBBPGFGJ_03762	rpoZ	DNA-directed RNA polymerase subunit omega	m4C	m4C	4-methylcytosine	2	0.00724638
NC_003197.2	CDS	3934081	3936193	+	2112	EBBPGFGJ_03763	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	m4C	m4C	4-methylcytosine	8	0.00378788
NC_003197.2	CDS	3936197	3936887	+	690	EBBPGFGJ_03764	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	m4C	m4C	4-methylcytosine	1	0.00144928
NC_003197.2	CDS	3936892	3938974	+	2082	EBBPGFGJ_03765	recG	ATP-dependent DNA helicase RecG	m4C	m4C	4-methylcytosine	10	0.00480307
NC_003197.2	CDS	3938976	3939828	-	852	EBBPGFGJ_03766		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00117371
NC_003197.2	CDS	3939830	3941036	-	1206	EBBPGFGJ_03767	gltS	Sodium/glutamate symporter	m4C	m4C	4-methylcytosine	2	0.00165837
NC_003197.2	CDS	3941263	3942655	+	1392	EBBPGFGJ_03768	xanP	Xanthine permease XanP	m4C	m4C	4-methylcytosine	6	0.00431034
NC_003197.2	CDS	3942775	3944485	+	1710	EBBPGFGJ_03769		hypothetical protein	m4C	m4C	4-methylcytosine	5	0.00292398
NC_003197.2	CDS	3944587	3946906	-	2319	EBBPGFGJ_03770	yicI	Alpha-xylosidase	m4C	m4C	4-methylcytosine	2	0.00086244
NC_003197.2	CDS	3946917	3948300	-	1383	EBBPGFGJ_03771	yicJ_2	Inner membrane symporter YicJ	m4C	m4C	4-methylcytosine	3	0.00216920
NC_003197.2	CDS	3950020	3951211	+	1191	EBBPGFGJ_03774	recF_1	DNA replication and repair protein RecF	m4C	m4C	4-methylcytosine	2	0.00167926
NC_003197.2	CDS	3951744	3952782	+	1038	EBBPGFGJ_03776		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00192678
NC_003197.2	CDS	3954772	3957640	+	2868	EBBPGFGJ_03779		hypothetical protein	m4C	m4C	4-methylcytosine	9	0.00313808
NC_003197.2	CDS	3959850	3960531	+	681	EBBPGFGJ_03782	ycaC_2	Probable hydrolase YcaC	m4C	m4C	4-methylcytosine	1	0.00146843
NC_003197.2	CDS	3960759	3961239	-	480	EBBPGFGJ_03783		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00208333
NC_003197.2	CDS	3961553	3964280	-	2727	EBBPGFGJ_03785	mgtB	Magnesium-transporting ATPase%2C P-type 1	m4C	m4C	4-methylcytosine	17	0.00623396
NC_003197.2	CDS	3964499	3965183	-	684	EBBPGFGJ_03786	mgtC	Protein MgtC	m4C	m4C	4-methylcytosine	1	0.00146199
NC_003197.2	CDS	3965703	3966606	+	903	EBBPGFGJ_03787	yicL	Uncharacterized inner membrane transporter YicL	m4C	m4C	4-methylcytosine	2	0.00221484
NC_003197.2	CDS	3967825	3968569	-	744	EBBPGFGJ_03789	dgaF_1	2-dehydro-3-deoxy-phosphogluconate aldolase	m4C	m4C	4-methylcytosine	10	0.01344086
NC_003197.2	CDS	3968555	3969665	-	1110	EBBPGFGJ_03790	dgaE_1	D-glucosaminate-6-phosphate ammonia lyase	m4C	m4C	4-methylcytosine	3	0.00270270
NC_003197.2	CDS	3969668	3970526	-	858	EBBPGFGJ_03791	manZ_3	PTS system mannose-specific EIID component	m4C	m4C	4-methylcytosine	1	0.00116550
NC_003197.2	CDS	3970525	3971275	-	750	EBBPGFGJ_03792	agaC_1	N-acetylgalactosamine permease IIC component 1	m4C	m4C	4-methylcytosine	6	0.00800000
NC_003197.2	CDS	3971916	3972342	-	426	EBBPGFGJ_03794		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00234742
NC_003197.2	CDS	3972560	3975359	-	2799	EBBPGFGJ_03795	dgaR_1	Transcriptional regulatory protein DagR	m4C	m4C	4-methylcytosine	12	0.00428725
NC_003197.2	CDS	3975555	3975849	+	294	EBBPGFGJ_03796		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00680272
NC_003197.2	CDS	3975954	3977337	+	1383	EBBPGFGJ_03797	gmuD	6-phospho-beta-glucosidase GmuD	m4C	m4C	4-methylcytosine	9	0.00650759
NC_003197.2	CDS	3977396	3978590	-	1194	EBBPGFGJ_03798	nepI	Purine ribonucleoside efflux pump NepI	m4C	m4C	4-methylcytosine	5	0.00418760
NC_003197.2	CDS	3979841	3980702	-	861	EBBPGFGJ_03802	fba	Fructose-bisphosphate aldolase	m4C	m4C	4-methylcytosine	1	0.00116144
NC_003197.2	CDS	3985546	3985999	-	453	EBBPGFGJ_03808		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00220751
NC_003197.2	CDS	3986191	3987583	-	1392	EBBPGFGJ_03809	uhpT	Hexose-6-phosphate:phosphate antiporter	m4C	m4C	4-methylcytosine	6	0.00431034
NC_003197.2	CDS	3987725	3989054	-	1329	EBBPGFGJ_03810	uhpC_2	Membrane sensor protein UhpC	m4C	m4C	4-methylcytosine	2	0.00150489
NC_003197.2	CDS	3989063	3990566	-	1503	EBBPGFGJ_03811	uhpB	Signal transduction histidine-protein kinase/phosphatase UhpB	m4C	m4C	4-methylcytosine	8	0.00532269
NC_003197.2	CDS	3990565	3991156	-	591	EBBPGFGJ_03812	uhpA	Transcriptional regulatory protein UhpA	m4C	m4C	4-methylcytosine	3	0.00507614
NC_003197.2	CDS	3991230	3992244	-	1014	EBBPGFGJ_03813		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00197239
NC_003197.2	CDS	3992255	3993572	-	1317	EBBPGFGJ_03814	fucP_2	L-fucose-proton symporter	m4C	m4C	4-methylcytosine	1	0.00075930
NC_003197.2	CDS	3993602	3994523	-	921	EBBPGFGJ_03815	rbsK_1	Ribokinase	m4C	m4C	4-methylcytosine	2	0.00217155
NC_003197.2	CDS	3994847	3995633	+	786	EBBPGFGJ_03816	deoR_2	Deoxyribose operon repressor	m4C	m4C	4-methylcytosine	4	0.00508906
NC_003197.2	CDS	3995634	3995925	-	291	EBBPGFGJ_03817	ilvN	Acetolactate synthase isozyme 1 small subunit	m4C	m4C	4-methylcytosine	1	0.00343643
NC_003197.2	CDS	3995928	3997617	-	1689	EBBPGFGJ_03818	ilvB	Acetolactate synthase isozyme 1 large subunit	m4C	m4C	4-methylcytosine	6	0.00355240
NC_003197.2	CDS	3998664	3999498	+	834	EBBPGFGJ_03821		hypothetical protein	m4C	m4C	4-methylcytosine	4	0.00479616
NC_003197.2	CDS	3999700	4000885	+	1185	EBBPGFGJ_03822	emrD	Multidrug resistance protein D	m4C	m4C	4-methylcytosine	1	0.00084388
NC_003197.2	CDS	4000811	4001873	-	1062	EBBPGFGJ_03823		hypothetical protein	m4C	m4C	4-methylcytosine	3	0.00282486
NC_003197.2	CDS	4001960	4002884	-	924	EBBPGFGJ_03824	dsdC	HTH-type transcriptional regulator DsdC	m4C	m4C	4-methylcytosine	1	0.00108225
NC_003197.2	CDS	4003109	4004447	+	1338	EBBPGFGJ_03825	dsdX	D-serine transporter DsdX	m4C	m4C	4-methylcytosine	1	0.00074738
NC_003197.2	CDS	4004464	4005787	+	1323	EBBPGFGJ_03826	dsdA	D-serine dehydratase	m4C	m4C	4-methylcytosine	1	0.00075586
NC_003197.2	CDS	4007538	4009200	-	1662	EBBPGFGJ_03830	aspT_2	Aspartate/alanine antiporter	m4C	m4C	4-methylcytosine	4	0.00240674
NC_003197.2	CDS	4012332	4013376	-	1044	EBBPGFGJ_03835	ccmH_2	Cytochrome c-type biogenesis protein CcmH	m4C	m4C	4-methylcytosine	6	0.00574713
NC_003197.2	CDS	4013926	4015858	-	1932	EBBPGFGJ_03837	ccmF_2	Cytochrome c-type biogenesis protein CcmF	m4C	m4C	4-methylcytosine	10	0.00517598
NC_003197.2	CDS	4016539	4017286	-	747	EBBPGFGJ_03840	ccmC_2	Heme exporter protein C	m4C	m4C	4-methylcytosine	8	0.01070950
NC_003197.2	CDS	4017328	4017985	-	657	EBBPGFGJ_03841	ccmB_2	Heme exporter protein B	m4C	m4C	4-methylcytosine	3	0.00456621
NC_003197.2	CDS	4017984	4018611	-	627	EBBPGFGJ_03842	ccmA_2	Cytochrome c biogenesis ATP-binding export protein CcmA	m4C	m4C	4-methylcytosine	20	0.03189793
NC_003197.2	CDS	4020822	4023375	-	2553	EBBPGFGJ_03845	torA	Trimethylamine-N-oxide reductase 1	m4C	m4C	4-methylcytosine	4	0.00156678
NC_003197.2	CDS	4023364	4024549	-	1185	EBBPGFGJ_03846	torC	Cytochrome c-type protein TorC	m4C	m4C	4-methylcytosine	5	0.00421941
NC_003197.2	CDS	4024642	4025371	+	729	EBBPGFGJ_03847	torR	TorCAD operon transcriptional regulatory protein TorR	m4C	m4C	4-methylcytosine	5	0.00685871
NC_003197.2	CDS	4025343	4026384	-	1041	EBBPGFGJ_03848	torT	Periplasmic protein TorT	m4C	m4C	4-methylcytosine	1	0.00096061
NC_003197.2	CDS	4026463	4029199	+	2736	EBBPGFGJ_03849	torS	Sensor protein TorS	m4C	m4C	4-methylcytosine	7	0.00255848
NC_003197.2	CDS	4031791	4032409	-	618	EBBPGFGJ_03852	dgoA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	m4C	m4C	4-methylcytosine	4	0.00647249
NC_003197.2	CDS	4032392	4033271	-	879	EBBPGFGJ_03853	dgoK1	Probable 2-dehydro-3-deoxygalactonokinase DgoK1	m4C	m4C	4-methylcytosine	2	0.00227531
NC_003197.2	CDS	4034217	4035063	-	846	EBBPGFGJ_03855	yidA	Sugar phosphatase YidA	m4C	m4C	4-methylcytosine	2	0.00236407
NC_003197.2	CDS	4036647	4037838	+	1191	EBBPGFGJ_03857	dgoD_2	D-galactonate dehydratase	m4C	m4C	4-methylcytosine	8	0.00671704
NC_003197.2	CDS	4037952	4038849	+	897	EBBPGFGJ_03858	benM_2	HTH-type transcriptional regulator BenM	m4C	m4C	4-methylcytosine	3	0.00334448
NC_003197.2	CDS	4038867	4041282	-	2415	EBBPGFGJ_03859	gyrB	DNA gyrase subunit B	m4C	m4C	4-methylcytosine	9	0.00372671
NC_003197.2	CDS	4041310	4042384	-	1074	EBBPGFGJ_03860	recF_2	DNA replication and repair protein RecF	m4C	m4C	4-methylcytosine	4	0.00372439
NC_003197.2	CDS	4042531	4043632	-	1101	EBBPGFGJ_03861	dnaN	Beta sliding clamp	m4C	m4C	4-methylcytosine	5	0.00454133
NC_003197.2	CDS	4043636	4045037	-	1401	EBBPGFGJ_03862	dnaA	Chromosomal replication initiator protein DnaA	m4C	m4C	4-methylcytosine	1	0.00071378
NC_003197.2	CDS	4046437	4048084	+	1647	EBBPGFGJ_03864	yidC	Membrane protein insertase YidC	m4C	m4C	4-methylcytosine	7	0.00425015
NC_003197.2	CDS	4048225	4049590	+	1365	EBBPGFGJ_03865	mnmE	tRNA modification GTPase MnmE	m4C	m4C	4-methylcytosine	9	0.00659341
NC_003197.2	CDS	4049845	4050340	+	495	EBBPGFGJ_03866	intA_4	Prophage integrase IntA	m4C	m4C	4-methylcytosine	2	0.00404040
NC_003197.2	CDS	4054089	4055277	+	1188	EBBPGFGJ_03871	mdtL	Multidrug resistance protein MdtL	m4C	m4C	4-methylcytosine	5	0.00420875
NC_003197.2	CDS	4055245	4056205	+	960	EBBPGFGJ_03872	yidZ_2	HTH-type transcriptional regulator YidZ	m4C	m4C	4-methylcytosine	1	0.00104167
